	Gene	IndModel.adj.pvals	IndModel.FC	Tissue
13582	LYPD6	0.02442108	0.180254889	Ex
13583	CNIH2	0.024505805	0.427815047	Ex
13584	TMSB4Y	0.024556815	-0.149789758	Ex
13585	MUC16	0.024600201	0.026922496	Ex
13586	TGIF2-C20orf24	0.024633798	-0.107710023	Ex
13587	GPRC5D	0.024661558	-0.572513252	Ex
13588	ERMN	0.024669199	0.423054426	Ex
13589	PABPC1L2B	0.024686993	0.219408677	Ex
13590	S1PR5	0.024738998	0.788615852	Ex
13591	PTPRK	0.024979196	0.163801715	Ex
13592	PODN	0.025056033	-0.718922935	Ex
13593	TIMELESS	0.025251064	-0.221199995	Ex
13594	ERICH2	0.02528475	-0.230264119	Ex
13595	LMOD3	0.02529557	-0.287783887	Ex
13596	ADGRE1	0.025310785	-0.156139722	Ex
13597	LTBP3	0.025336115	0.473613694	Ex
13598	C7orf57	0.025365279	-0.566478426	Ex
13599	KLKB1	0.025376948	0.53161124	Ex
13600	TMEM45A	0.02558616	0.146515803	Ex
13601	ACOT12	0.025602498	0.126701728	Ex
13602	TMEM256-PLSCR3	0.025693917	-2.365818321	Ex
13603	CCDC79	0.025697071	0.103540568	Ex
13604	LRFN4	0.02577972	0.742221616	Ex
13605	HIST1H3J	0.025805342	0.072752757	Ex
13606	TMPRSS11E	0.025850788	-1.12088528	Ex
13607	SLC2A2	0.02587368	-0.826450902	Ex
13608	PDGFRL	0.02587368	0.408267954	Ex
13609	CPB1	0.025880288	-0.472106264	Ex
13610	PKN3	0.025908232	-0.321889778	Ex
13611	MYH6	0.025908232	0.016857087	Ex
13612	KRT40	0.025908232	0.709676755	Ex
13613	UACA	0.026053466	-0.056549228	Ex
13614	MT4	0.026054927	0.058436234	Ex
13615	COL22A1	0.026068438	-0.145505921	Ex
13616	IKZF5	0.026071424	0.554540708	Ex
13617	SHISA8	0.026109683	0.258939386	Ex
13618	MGAT4D	0.026160042	-0.688450711	Ex
13619	FTSJ3	0.026174555	0.156557753	Ex
13620	SPRY3	0.026174593	0.469062258	Ex
13621	POLD1	0.026176373	-0.082339248	Ex
13622	CDC42EP4	0.026240648	0.548637848	Ex
13623	RNF144B	0.026349439	0.207446042	Ex
13624	C1orf87	0.026413439	-0.227205972	Ex
13625	SLC7A13	0.026458566	-0.064841783	Ex
13626	PLAUR	0.026463678	0.090618363	Ex
13627	PLXDC2	0.026472673	0.234954705	Ex
13628	AC105052.2	0.02651014	-0.332960702	Ex
13629	NAA11	0.026555968	-0.042469174	Ex
13630	DNAI2	0.026607937	-0.302724286	Ex
13631	PPIC	0.026627413	-1.261685935	Ex
13632	RDM1	0.026661003	-0.440931173	Ex
13633	SFT2D3	0.02670812	0.172063595	Ex
13634	NKX2-2	0.02672064	0.190810193	Ex
13635	RNASE1	0.026727665	0.233434467	Ex
13636	MCM7	0.026758663	0.170185618	Ex
13637	SLC25A41	0.026839233	0.463622018	Ex
13638	ACSL6	0.026884996	-0.311779528	Ex
13639	KCNU1	0.026946339	-0.038466144	Ex
13640	KCTD4	0.02701584	0.28731544	Ex
13641	MUCL1	0.027064137	-0.021749271	Ex
13642	TBX6	0.027064137	0.130209931	Ex
13643	BCL2A1	0.027196649	-1.475453377	Ex
13644	BAP1	0.02722018	0.553913916	Ex
13645	SLA2	0.027246543	0.563706498	Ex
13646	RP11-290H9.2	0.027256968	-0.332428194	Ex
13647	TMEM81	0.027342427	0.096086082	Ex
13648	LRRC53	0.027361806	0.379685998	Ex
13649	C2orf44	0.027367975	0.03376586	Ex
13650	C8orf22	0.027451071	-0.932192715	Ex
13651	PHLDB3	0.027451071	0.352052068	Ex
13652	DUS1L	0.027454807	0.546408073	Ex
13653	SLC10A5	0.027478011	-0.522379083	Ex
13654	PHYHD1	0.027490785	-0.287960863	Ex
13655	SQRDL	0.027527948	-0.179245951	Ex
13656	SLC10A6	0.027559458	-0.434229955	Ex
13657	MAP3K12	0.027589073	0.387085091	Ex
13658	FBP2	0.027605951	0.018794982	Ex
13659	FAM209B	0.027668478	-0.026948262	Ex
13660	BUB1	0.027692808	-0.233421751	Ex
13661	FBXL6	0.02771727	0.224153749	Ex
13662	TAC3	0.027761606	0.531654646	Ex
13663	PWP2	0.027814485	0.66189757	Ex
13664	BLACE	0.027820494	0.020048091	Ex
13665	WNK4	0.027943159	-0.031526447	Ex
13666	TRPV4	0.028126911	-0.345237751	Ex
13667	C10orf2	0.028191376	-0.10692733	Ex
13668	TMPRSS11B	0.028343489	-2.64277082	Ex
13669	ZBTB9	0.028353781	-3.088160985	Ex
13670	CCL15-CCL14	0.028411502	-1.466765419	Ex
13671	CAGE1	0.028415041	-0.901783516	Ex
13672	FAM167A	0.028429386	-1.373645477	Ex
13673	TCN1	0.028558204	0.602839501	Ex
13674	BMP8B	0.028679519	0.481027772	Ex
13675	CGNL1	0.028867932	-0.172374776	Ex
13676	GPR83	0.028942594	0.533309169	Ex
13677	CLEC18B	0.02896104	-0.089821577	Ex
13678	RTN4R	0.028987022	0.483645872	Ex
13679	ISY1-RAB43	0.029124529	0.32934646	Ex
13680	MLYCD	0.029231279	-0.14382603	Ex
13681	PARVG	0.029257637	0.296908822	Ex
13682	TSPO	0.029266156	0.105259536	Ex
13683	TMEM247	0.029334711	-1.133326606	Ex
13684	DPP6	0.029335504	0.092254637	Ex
13685	PCDHB11	0.029492591	-0.200392868	Ex
13686	HTR6	0.029492959	-0.124859761	Ex
13687	FAM63A	0.02950871	-0.185075085	Ex
13688	GRIA4	0.029575546	0.224028627	Ex
13689	C1orf168	0.029608122	0.294133797	Ex
13690	TTLL10	0.029651815	-0.40106399	Ex
13691	RP11-444E17.6	0.029800627	0.41613824	Ex
13692	DNAAF3	0.029837045	-0.247824396	Ex
13693	RP11-1012A1.4	0.029857133	-0.229434597	Ex
13694	C1QL2	0.029890669	0.709507068	Ex
13695	SEC14L6	0.029966554	-0.214427634	Ex
13696	RELT	0.03011621	0.114191027	Ex
13697	TRIM59	0.030208868	0.097989907	Ex
13698	NRIP2	0.030293762	0.313794639	Ex
13699	ITGAD	0.030332916	-0.728990027	Ex
13700	BBS10	0.030553482	0.22121156	Ex
13701	CCDC172	0.030591223	-0.465063326	Ex
13702	RECQL4	0.030684569	0.159430437	Ex
13703	TMEM63A	0.030737394	-0.130796163	Ex
13704	CLDN9	0.030802888	0.609401761	Ex
13705	FAM47E	0.030803689	-0.425301008	Ex
13706	SLC12A4	0.030861699	-0.272514361	Ex
13707	ACTC1	0.031053404	0.038645154	Ex
13708	C16orf74	0.031068959	0.018582576	Ex
13709	FAM72A	0.031105279	-0.637869359	Ex
13710	HCLS1	0.031115467	0.072657051	Ex
13711	ZFP91	0.031175204	-2.251519335	Ex
13712	ZNF580	0.03119457	-1.86009862	Ex
13713	SSX2	0.031227422	-1.265542153	Ex
13714	RP11-598P20.5	0.031227422	-1.914820669	Ex
13715	FMO3	0.031238934	-1.158530285	Ex
13716	E2F7	0.031249596	-0.139719467	Ex
13717	SMIM23	0.031281687	0.685827108	Ex
13718	ATP2B1	0.031345377	0.102783821	Ex
13719	BTN3A2	0.031402253	0.104841819	Ex
13720	MBD3L1	0.031416669	-0.773959089	Ex
13721	CLRN3	0.031442369	-0.782496809	Ex
13722	MMP12	0.031488507	-0.646844222	Ex
13723	EFNA5	0.031619298	0.206034221	Ex
13724	SLC13A2	0.031646239	-0.160901689	Ex
13725	GAB4	0.031657796	0.565312309	Ex
13726	KLK14	0.031813314	-0.325043638	Ex
13727	PTRF	0.031885396	-0.21649049	Ex
13728	TMEM232	0.031931014	0.305195636	Ex
13729	SEPN1	0.031932622	0.054473019	Ex
13730	SOX30	0.031948556	-0.268337961	Ex
13731	ABHD4	0.031970146	0.358900573	Ex
13732	DCAF8L2	0.031993597	-0.303760879	Ex
13733	DQX1	0.03199622	-0.4488959	Ex
13734	TNIP3	0.032044099	-0.197103228	Ex
13735	SLC25A35	0.032116606	-0.231925689	Ex
13736	GYPC	0.03227874	-0.772368545	Ex
13737	DAB2	0.032407731	-0.528497098	Ex
13738	OPN1LW	0.032420232	-1.997787469	Ex
13739	PRR15	0.032424598	-0.695568136	Ex
13740	FAH	0.03243467	0.616964282	Ex
13741	IL15	0.032518037	-0.064670938	Ex
13742	EHF	0.032686798	-0.290945898	Ex
13743	MEP1A	0.032721885	-1.866992826	Ex
13744	SPIN2A	0.032795387	-0.165089218	Ex
13745	LRRN4	0.032819367	-0.640008487	Ex
13746	KCNA3	0.033034938	0.485543457	Ex
13747	ITPKA	0.033085442	0.516470012	Ex
13748	NACC2	0.033092113	0.480753902	Ex
13749	IL10RA	0.033130731	0.255509119	Ex
13750	RP11-1212A22.4	0.033138861	0.211265494	Ex
13751	ARL13A	0.033171831	-0.060707956	Ex
13752	DACT2	0.033209257	0.327484111	Ex
13753	SMIM11B	0.033340131	0.008057243	Ex
13754	AHSG	0.033348176	-0.350582912	Ex
13755	CALCB	0.033613583	0.155497894	Ex
13756	TMPRSS2	0.033647435	-0.285456865	Ex
13757	APOC1	0.033667152	0.044536226	Ex
13758	FAM110A	0.033695884	-0.401561547	Ex
13759	PRR27	0.033718263	-0.414617762	Ex
13760	TAP1	0.03390174	-0.07269835	Ex
13761	PRSS57	0.034045345	-0.459062855	Ex
13762	TRIM8	0.034152229	0.286930938	Ex
13763	C17orf53	0.034215725	0.071414521	Ex
13764	TRPC4	0.034255968	0.395777533	Ex
13765	CATIP	0.034354487	-0.141092267	Ex
13766	NRAS	0.034377503	0.280695191	Ex
13767	CDKL4	0.034553053	-0.001718926	Ex
13768	GJB1	0.034651884	-0.446152854	Ex
13769	SLC1A3	0.03482663	0.173667003	Ex
13770	FMOD	0.034857509	-0.139577143	Ex
13771	BIRC3	0.034857832	0.221494145	Ex
13772	FBXO30	0.035061495	0.20063308	Ex
13773	DRD4	0.03507486	-0.120953064	Ex
13774	IL36B	0.035100282	-0.506867715	Ex
13775	E2F2	0.03523159	-0.40722932	Ex
13776	MXRA5	0.035404132	-0.319622701	Ex
13777	SLC22A7	0.035424012	-0.144185936	Ex
13778	CASP5	0.035542408	-2.368220791	Ex
13779	COLEC12	0.035734626	0.174073147	Ex
13780	S100A1	0.035808216	-0.246013327	Ex
13781	CCDC88B	0.035891052	0.368976253	Ex
13782	ZAR1L	0.035996044	-0.6597221	Ex
13783	ITPRIP	0.036139416	-0.025509917	Ex
13784	DNASE1L2	0.036205587	0.739151672	Ex
13785	RGS8	0.036446124	0.007269164	Ex
13786	KRTAP4-7	0.036484476	-1.018902045	Ex
13787	OAS3	0.036509629	0.279067915	Ex
13788	MILR1	0.036721364	-0.61447838	Ex
13789	SASH3	0.036745136	0.245714241	Ex
13790	R3HDML	0.036860958	-0.419352038	Ex
13791	SCN11A	0.036862485	0.619511398	Ex
13792	GRAP2	0.036868488	-0.005390066	Ex
13793	PCDHB13	0.0369199	-0.009598969	Ex
13794	ARSI	0.036988831	0.16630331	Ex
13795	DUSP27	0.037049186	0.335392604	Ex
13796	B4GALNT2	0.037062071	0.042998023	Ex
13797	ITGB2	0.037380498	0.053660168	Ex
13798	AC005943.2	0.037394501	0.226296194	Ex
13799	RNF31	0.037416527	-1.560063243	Ex
13800	LA16c-380H5.3	0.037417822	-1.352828895	Ex
13801	SERPINB13	0.037427133	-0.969216552	Ex
13802	C1orf186	0.037431022	0.328910316	Ex
13803	TBX22	0.037431022	-1.475505699	Ex
13804	KRT26	0.037431022	-0.82716939	Ex
13805	SCGB1A1	0.037447107	-0.415815753	Ex
13806	MSMB	0.037471708	-1.008420815	Ex
13807	STMND1	0.037573876	-0.263334384	Ex
13808	FAM83D	0.037684679	0.188655492	Ex
13809	PCDHB16	0.038004546	-0.604756291	Ex
13810	PRSS56	0.038135264	-0.485269254	Ex
13811	SPTY2D1-AS1	0.038171671	0.168465985	Ex
13812	SLC36A3	0.038207093	-0.837485288	Ex
13813	KRT83	0.038223002	0.954377395	Ex
13814	CACTIN	0.038252897	0.394042845	Ex
13815	RP11-15K19.2	0.038258486	0.100382856	Ex
13816	TNFRSF11B	0.038366344	-0.287393419	Ex
13817	WNT8B	0.03846039	-0.046391477	Ex
13818	ENTPD2	0.038572139	0.073164078	Ex
13819	SLC4A10	0.038604326	0.069694188	Ex
13820	CLEC5A	0.038625581	1.437975177	Ex
13821	VIP	0.03866475	0.02903397	Ex
13822	TFEC	0.03866475	0.021733777	Ex
13823	LY9	0.038686176	-0.176531568	Ex
13824	NKX6-2	0.038848435	0.593284374	Ex
13825	ARHGEF25	0.038936562	0.454163353	Ex
13826	ANKRD45	0.038937348	0.115911546	Ex
13827	FAM43A	0.038992553	0.042491655	Ex
13828	FRAT1	0.039064648	0.200305654	Ex
13829	HIST3H2BB	0.039290232	-0.551975605	Ex
13830	COQ2	0.039537481	0.285795274	Ex
13831	CYP11A1	0.039663203	0.48384057	Ex
13832	CTD-3214H19.4	0.039806265	0.376541066	Ex
13833	ENKUR	0.039814196	0.222206229	Ex
13834	AEN	0.039867777	0.366119447	Ex
13835	SECTM1	0.039978713	2.620460518	Ex
13836	RP11-724O16.1	0.040051683	-0.285735848	Ex
13837	LOR	0.040188734	-0.358687544	Ex
13838	RPE65	0.040225203	-0.616387278	Ex
13839	NLRP13	0.040484796	-0.715877006	Ex
13840	PRR15L	0.040515152	0.201211779	Ex
13841	DRD3	0.040522222	-0.010119088	Ex
13842	S100Z	0.040639673	0.129763286	Ex
13843	CDC45	0.040645705	0.355708431	Ex
13844	KIAA1683	0.040659381	0.156587342	Ex
13845	CDCA7	0.040676888	0.026391197	Ex
13846	MCM5	0.040734831	-0.362031649	Ex
13847	GJB5	0.040738278	-0.272681657	Ex
13848	B3GNT3	0.040792622	0.581709499	Ex
13849	GJD4	0.04083635	-0.682846092	Ex
13850	DNAJB4	0.040866715	-0.954566406	Ex
13851	DCHS1	0.040887005	-0.236974807	Ex
13852	CALN1	0.040915084	0.319165931	Ex
13853	KLRG2	0.040955096	0.004205587	Ex
13854	TUBGCP6	0.040996145	0.503576679	Ex
13855	GUCY2F	0.041008729	0.390371226	Ex
13856	TARBP2	0.041028706	0.271487769	Ex
13857	OTOP3	0.041064021	-0.413428672	Ex
13858	TMEM218	0.041207472	0.18653072	Ex
13859	FGF7	0.041278676	0.494886189	Ex
13860	CLEC17A	0.041354842	-0.471528511	Ex
13861	CDNF	0.041541478	-0.214017619	Ex
13862	STEAP4	0.041653507	-0.003974036	Ex
13863	SETSIP	0.041668083	-0.178299774	Ex
13864	ISLR	0.041716924	0.300496011	Ex
13865	CYSLTR1	0.04179895	0.022534516	Ex
13866	TMEM52B	0.04180874	0.066823761	Ex
13867	LRP10	0.041897372	-0.753857226	Ex
13868	TSACC	0.041933206	0.763583006	Ex
13869	PTPRC	0.041955825	-0.449635021	Ex
13870	CXCL5	0.042054377	-0.302811966	Ex
13871	YOD1	0.042103253	0.17691423	Ex
13872	C14orf39	0.042136458	0.225430755	Ex
13873	CYP8B1	0.042231881	0.169642593	Ex
13874	SOHLH2	0.042257684	-0.883990438	Ex
13875	SPIB	0.042281083	0.306202283	Ex
13876	GPA33	0.042345307	-0.269590562	Ex
13877	UROC1	0.042373391	-0.16414266	Ex
13878	SLC38A8	0.042375376	0.264722587	Ex
13879	TFPI	0.042382274	0.133804864	Ex
13880	GPX7	0.042385977	0.01023229	Ex
13881	PTER	0.042404469	0.211175707	Ex
13882	JSRP1	0.042452053	0.487977683	Ex
13883	SAP25	0.042535593	1.643101953	Ex
13884	SRL	0.042568132	0.464193299	Ex
13885	HIST1H2BE	0.042620304	0.318502607	Ex
13886	TMEM106A	0.042661628	0.081452384	Ex
13887	MAP7D3	0.042775919	-0.200521446	Ex
13888	LGALS3	0.042929734	-0.599250551	Ex
13889	FGFR4	0.042938867	-0.106303115	Ex
13890	PIRT	0.043137456	0.084030292	Ex
13891	SMTNL2	0.043333257	-0.882963366	Ex
13892	MMP21	0.04348914	-1.186833173	Ex
13893	CEACAM20	0.04348914	-0.288503374	Ex
13894	LST1	0.043523453	-0.993762977	Ex
13895	SLC2A10	0.043540154	-0.0816527	Ex
13896	C18orf42	0.043589941	0.158931669	Ex
13897	GLYCTK	0.043691879	-0.783645342	Ex
13898	MRPL53	0.044133483	-1.167511942	Ex
13899	CSRP1	0.044210393	0.329909974	Ex
13900	ZXDA	0.044216695	-0.426982543	Ex
13901	ASB17	0.044463897	-0.25606007	Ex
13902	IGDCC4	0.044486142	-0.075444419	Ex
13903	CBX8	0.044515668	0.199262127	Ex
13904	ADAMTS5	0.044524437	0.352054563	Ex
13905	EEF1E1-BLOC1S5	0.044525755	0.187406347	Ex
13906	F11	0.044670616	0.082452874	Ex
13907	VNN1	0.044670616	-0.872086511	Ex
13908	TMEM216	0.044735559	0.372820583	Ex
13909	ASCL2	0.044842604	0.504242239	Ex
13910	APOM	0.044927833	-0.601508942	Ex
13911	ZNF396	0.044946612	-0.257386489	Ex
13912	LEFTY1	0.045049468	-0.090631811	Ex
13913	MS4A2	0.045070097	-1.376841297	Ex
13914	TAF1L	0.045142756	-1.152251519	Ex
13915	EHBP1L1	0.045268985	0.265329902	Ex
13916	GUCD1	0.045407496	0.356740703	Ex
13917	RARRES3	0.045480472	0.578171488	Ex
13918	PTGES	0.045655164	1.746664009	Ex
13919	PNP	0.045707464	0.189937358	Ex
13920	CACNA1C	0.045945908	0.084672806	Ex
13921	IL31RA	0.045946158	-0.390940725	Ex
13922	CYP21A2	0.045952061	1.567048647	Ex
13923	AGER	0.046084869	0.067116433	Ex
13924	GOLT1A	0.046150364	0.02554191	Ex
13925	RLBP1	0.046185114	0.209874014	Ex
13926	CIB2	0.046227545	-0.002607803	Ex
13927	COL6A3	0.046314098	-0.523099402	Ex
13928	WDR87	0.046343395	-0.338862587	Ex
13929	VASH2	0.04635226	0.149557954	Ex
13930	PLA2G4D	0.046452826	0.243368111	Ex
13931	AFP	0.046496165	0.199030214	Ex
13932	TRIM55	0.046536793	-1.374756846	Ex
13933	MSMP	0.046558198	-0.756046386	Ex
13934	DYDC2	0.046560617	0.10899527	Ex
13935	PIEZO1	0.046576645	-0.056494408	Ex
13936	DFNB31	0.046700565	0.283962831	Ex
13937	FANCD2OS	0.046724468	-0.048825286	Ex
13938	ARHGAP19-SLIT1	0.046788671	-0.531615194	Ex
13939	GPR132	0.046846691	-0.589603492	Ex
13940	ZMYND19	0.046938752	0.452738009	Ex
13941	GUCY2C	0.047036087	0.108185404	Ex
13942	IL1A	0.047057782	-1.523982192	Ex
13943	PNLIPRP1	0.047071048	-1.994776206	Ex
13944	APOL5	0.047071048	-1.881279423	Ex
13945	HLA-DQA2	0.047116306	-1.490979566	Ex
13946	LFNG	0.047147281	-2.006922595	Ex
13947	C10orf142	0.047147335	-0.041690954	Ex
13948	GAL3ST4	0.047207153	-0.365273421	Ex
13949	BHMG1	0.047314926	0.165352694	Ex
13950	ATP6V1G2-DDX39B	0.047357364	-0.326680694	Ex
13951	GRIA2	0.047504083	0.046478273	Ex
13952	TBXA2R	0.047523508	-0.289092996	Ex
13953	ADRA2C	0.047542368	1.042078777	Ex
13954	HAS3	0.04757542	0.7612451	Ex
13955	KDELC2	0.047714546	-0.018980822	Ex
13956	TNFAIP6	0.048119907	-0.191193227	Ex
13957	PLP2	0.04821553	-0.145643981	Ex
13958	CEP55	0.04823507	0.231043413	Ex
13959	SPACA1	0.048322254	-0.907986798	Ex
13960	COL6A5	0.048335771	-0.175996511	Ex
13961	SEMA4G	0.048345589	-0.017927519	Ex
13962	CSRP3	0.048350474	-0.56995284	Ex
13963	NHLRC1	0.048443359	-0.491960303	Ex
13964	NXPH4	0.048446213	-0.768161426	Ex
13965	GNGT1	0.048448096	0.254875592	Ex
13966	NCAPH	0.04862319	-0.010203244	Ex
13967	FAM101B	0.048802388	0.089960581	Ex
13968	CCDC152	0.048856124	0.086762646	Ex
13969	NPHP3-ACAD11	0.048915842	0.375130258	Ex
13970	DCLRE1B	0.049115328	-0.08225724	Ex
13971	PSME2	0.049115328	0.056707005	Ex
13972	LLGL2	0.049115328	0.254201063	Ex
13973	VDR	0.049410937	0.300796774	Ex
13974	DIO3	0.049511037	1.776354394	Ex
13975	C18orf63	0.049638664	-0.396430491	Ex
13976	ICAM2	0.049654364	0.330622845	Ex
13977	XDH	0.049771462	-0.282370716	Ex
13978	NTF3	0.049783439	-0.107246134	Ex
13979	ODF3L1	0.049784662	-0.363955779	Ex
13980	ZP2	0.049824246	-0.569601254	Ex
13981	CD5L	0.049973671	-0.682037598	Ex
13982	ANO9	0.050159996	-0.365150741	Ex
13983	SLC9C1	0.050185162	0.182420898	Ex
13984	C4orf17	0.050217068	-0.587372554	Ex
13985	SLC14A1	0.050428376	0.77589081	Ex
13986	MTRNR2L13	0.05048108	2.674178639	Ex
13987	IL33	0.050489163	-0.309548685	Ex
13988	CDC25A	0.050665751	0.436247892	Ex
13989	CDH5	0.050669131	0.432447284	Ex
13990	VEGFC	0.050683362	0.861741955	Ex
13991	C9orf64	0.050740701	0.17030068	Ex
13992	PLCD3	0.050776926	0.278757623	Ex
13993	ISYNA1	0.051144428	-0.006547959	Ex
13994	CYP4F3	0.051217604	-0.11165783	Ex
13995	LMO2	0.051248093	0.187095131	Ex
13996	GLOD5	0.051263751	-0.270853599	Ex
13997	OASL	0.051338534	-0.540438484	Ex
13998	NEU4	0.05152573	0.59610198	Ex
13999	FAT1	0.051551178	0.057630988	Ex
14000	ZBTB7B	0.051697741	0.500896988	Ex
14001	FOLR3	0.051873331	-0.197045814	Ex
14002	PAX6	0.051916498	0.409505202	Ex
14003	CYP2W1	0.052249821	-1.496139279	Ex
14004	LGALS13	0.052254026	-0.944019471	Ex
14005	PPP1R9B	0.05296207	0.424791329	Ex
14006	C11orf95	0.053102643	0.324797478	Ex
14007	C14orf105	0.053102643	-0.911731813	Ex
14008	MARVELD1	0.053108726	-0.191220471	Ex
14009	ABHD15	0.05327916	-0.439101874	Ex
14010	SUSD3	0.053331317	0.210702069	Ex
14011	C8orf4	0.053424142	0.057778267	Ex
14012	RASEF	0.053442919	0.325428201	Ex
14013	IL4I1	0.053457542	0.737562371	Ex
14014	BST1	0.053494532	0.431474392	Ex
14015	PRR34	0.053523651	-0.86386704	Ex
14016	DPPA4	0.053718795	-0.795253977	Ex
14017	FAM126A	0.053734588	0.379857212	Ex
14018	DEFB135	0.053797523	-1.352146947	Ex
14019	TMCO5A	0.05381863	-1.340884119	Ex
14020	TRIM48	0.053839744	-1.413512604	Ex
14021	SIRPB2	0.053888609	-1.860614433	Ex
14022	PIH1D3	0.053915297	-0.762391079	Ex
14023	GABRR2	0.053983114	-0.146202686	Ex
14024	CLEC1B	0.054006218	0.29095912	Ex
14025	INO80B-WBP1	0.054544679	2.293357036	Ex
14026	HIST1H2BD	0.054567203	0.233391487	Ex
14027	SLC7A3	0.054740274	-0.311536187	Ex
14028	FAM92B	0.054740908	-0.516957369	Ex
14029	PQLC2L	0.054820227	-0.320187314	Ex
14030	CYSLTR2	0.054906459	0.104457669	Ex
14031	NEURL3	0.054947651	0.263530614	Ex
14032	PLEKHS1	0.05495377	-0.086585043	Ex
14033	WIZ	0.055014001	0.45169639	Ex
14034	HAMP	0.05504495	-0.30988953	Ex
14035	SMOC1	0.055068879	0.575396628	Ex
14036	RNF222	0.055178223	-1.167313666	Ex
14037	PTGER4	0.055197411	-1.277209421	Ex
14038	WFIKKN1	0.055262112	1.208268964	Ex
14039	CTRB1	0.055289034	-1.36077401	Ex
14040	GRIP2	0.055494848	-0.053154221	Ex
14041	CAPN8	0.055564806	0.25051679	Ex
14042	SMIM3	0.055792318	-0.270300035	Ex
14043	SMR3B	0.055872553	-0.143145491	Ex
14044	SERPINA12	0.055872553	-1.497496797	Ex
14045	LUZP4	0.055896723	-1.066136561	Ex
14046	GAPDHS	0.055897702	-0.239737287	Ex
14047	MTL5	0.055899433	-0.328256006	Ex
14048	TBC1D3B	0.05602044	0.568137849	Ex
14049	PDE3A	0.056145173	-0.064190143	Ex
14050	GOLGA6L9	0.056198648	0.226137032	Ex
14051	NLRP9	0.056297286	-0.518050574	Ex
14052	ACKR2	0.056470902	0.073670825	Ex
14053	BRCA2	0.056544301	0.218422864	Ex
14054	KLHL10	0.056627289	-0.155340712	Ex
14055	MS4A12	0.056946756	-1.755829525	Ex
14056	POU2F3	0.056957199	0.194434204	Ex
14057	CLDN19	0.057012426	-0.489572195	Ex
14058	SOX9	0.05705424	0.295872425	Ex
14059	RAB39A	0.057086263	0.354162691	Ex
14060	CNTD2	0.057131563	-0.032627425	Ex
14061	GNMT	0.057174022	0.582864575	Ex
14062	THOC6	0.057235801	-0.173707337	Ex
14063	NOTCH1	0.057286072	0.126739212	Ex
14064	HPX	0.057311544	-0.453547902	Ex
14065	GLYATL3	0.057339372	-0.462701702	Ex
14066	GTSF1	0.057348329	-0.634171689	Ex
14067	DUSP10	0.057368238	-0.192200881	Ex
14068	RFPL3S	0.057373002	0.123394891	Ex
14069	TMEM253	0.057373446	-1.897201674	Ex
14070	SOST	0.057394895	-1.061513644	Ex
14071	F2RL3	0.057398111	-1.713892448	Ex
14072	CHST4	0.057412414	-0.110275075	Ex
14073	RXRG	0.057437036	-0.187875151	Ex
14074	MDFI	0.057481877	0.123423062	Ex
14075	ELAVL3	0.057541404	0.324461746	Ex
14076	ZNF654	0.057548978	0.381793982	Ex
14077	F2RL1	0.057659184	-0.410860712	Ex
14078	SRGN	0.057820047	-0.144713596	Ex
14079	C11orf84	0.057843547	0.317464536	Ex
14080	CDR1	0.057907333	0.019447776	Ex
14081	FXYD5	0.058280835	1.067630339	Ex
14082	MEX3C	0.058325798	0.616881101	Ex
14083	MBD6	0.058661796	0.546672257	Ex
14084	CDRT1	0.058698582	-0.381004726	Ex
14085	EQTN	0.058776365	-0.227322927	Ex
14086	TRIM38	0.058782805	-0.541081058	Ex
14087	ITGB5	0.058784967	0.250487911	Ex
14088	EFCAB9	0.058786529	-0.88568687	Ex
14089	ABCA13	0.058902421	0.413961607	Ex
14090	TGFB1I1	0.058946171	3.114377157	Ex
14091	MB21D1	0.058981279	0.109410427	Ex
14092	PSD2	0.05902973	0.2436872	Ex
14093	CLRN1	0.059337479	-0.223212036	Ex
14094	NINJ2	0.059633316	0.40213021	Ex
14095	RAB4B-EGLN2	0.059708421	0.378157575	Ex
14096	NOL12	0.059727742	-0.102714912	Ex
14097	AMACR	0.059862969	0.23481982	Ex
14098	FOSL1	0.059871158	-0.082951135	Ex
14099	EZR	0.060163254	0.434557734	Ex
14100	SELE	0.060166282	-0.47470108	Ex
14101	MEP1B	0.060306107	-0.254256615	Ex
14102	CD300LG	0.060411663	-0.574145837	Ex
14103	SMTN	0.060441914	-0.156794227	Ex
14104	RBM24	0.060491263	0.458759499	Ex
14105	GRB7	0.060561602	0.20848914	Ex
14106	SLC19A1	0.060595468	0.349634866	Ex
14107	PRSS55	0.060724205	-0.052689929	Ex
14108	SLC9A3R2	0.06098134	0.484634809	Ex
14109	KLF10	0.061124839	0.536902557	Ex
14110	AHDC1	0.06114432	0.378064374	Ex
14111	ELF5	0.061348336	-1.396519583	Ex
14112	CHRDL2	0.061413125	0.230469155	Ex
14113	GRPR	0.061427347	-0.732778362	Ex
14114	SELL	0.061553613	-0.812512493	Ex
14115	PGF	0.061590113	-0.926329353	Ex
14116	TTC22	0.061662613	-0.558170673	Ex
14117	GPRC6A	0.061663512	-0.658671937	Ex
14118	POLD4	0.061698601	0.432672163	Ex
14119	NLRP2P	0.061770251	0.212828025	Ex
14120	STX11	0.062169731	-1.789875858	Ex
14121	SLC2A1	0.062363916	0.386991531	Ex
14122	C16orf89	0.062440732	-0.007731009	Ex
14123	PGAM5	0.062516982	0.662058735	Ex
14124	MSTN	0.062715913	0.363451522	Ex
